,id,new_spec,hydrogen,nitrogen,ammonia,iron,water,nickel,cobalt,magnesium silicate,iron silicate,aluminum,nickel-iron,platinum
305,bK12G11V,Sq,,,,,,,,1e-30,0,,,
306,bK12H00M,B,0.235,0.001,0.001,10,,,,,,,,
307,bK12H02B,S,,,,,,,,1e-30,0,,,
308,bK12H25C,Sq,,,,,,,,1e-30,0,,,
309,bK12H31H,X,,,,88,,10,0.5,,,,,
310,bK12H31K,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
311,bK12K04B,D,,,,,2.3e-05,,,,,,,
312,bK12L04F,X,,,,88,,10,0.5,,,,,
313,bK12M07D,S,,,,,,,,1e-30,0,,,
314,bK12P20B,Sl,,,,,,,,1e-30,0,,,
315,bK12TN1P,S,,,,,,,,1e-30,0,,,
316,bK12U34E,S,,,,,,,,1e-30,0,,,
317,bK12U68U,Q,,,,,,,,,,,13.315,
318,bK12U68W,Sq,,,,,,,,1e-30,0,,,
319,bK12U68X,S,,,,,,,,1e-30,0,,,
320,bK12U68Y,S,,,,,,,,1e-30,0,,,
321,bK12UD6X,Q,,,,,,,,,,,13.315,
322,bK12UH1K,Sl,,,,,,,,1e-30,0,,,
323,bK12V05K,B,0.235,0.001,0.001,10,,,,,,,,
324,bK12V06M,Sq,,,,,,,,1e-30,0,,,
325,bK12W00H,Sq,,,,,,,,1e-30,0,,,
326,bK12X55F,S,,,,,,,,1e-30,0,,,
327,bK12XD2Z,S,,,,,,,,1e-30,0,,,
328,bK12Y07D,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
329,bK13A27T,Sq,,,,,,,,1e-30,0,,,
330,bK13A53G,X,,,,88,,10,0.5,,,,,
331,bK13C87W,Sq,,,,,,,,1e-30,0,,,
332,bK13D00B,X,,,,88,,10,0.5,,,,,
333,bK13E89M,S,,,,,,,,1e-30,0,,,
334,bK13G03N,V,,,,,,,,1e-30,0,,,
335,bK13H00O,Sq,,,,,,,,1e-30,0,,,
336,bK13H11O,S,,,,,,,,1e-30,0,,,
337,bK13H11P,Q,,,,,,,,,,,13.315,
338,bK13J07O,S,,,,,,,,1e-30,0,,,
339,bK13P07A,S,,,,,,,,1e-30,0,,,
340,bK13P38Y,Xe,,,,88,,10,0.5,,,,,
341,bK13P39A,Sq,,,,,,,,1e-30,0,,,
342,bK13Q10M,Sk,,,,,,,,1e-30,0,,,
343,bK13R09V,Sr,,,,,,,,1e-30,0,,,
344,bK13S20B,V,,,,,,,,1e-30,0,,,
345,bK13S20M,S,,,,,,,,1e-30,0,,,
346,bK13U01S,S,,,,,,,,1e-30,0,,,
347,bK13U03B,Sr,,,,,,,,1e-30,0,,,
348,bK13U09M,A,,,,,,,,,,,,
349,bK13V13M,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
350,bK13W44A,S,,,,,,,,1e-30,0,,,
351,bK13X20Y,Xc,,,,88,,10,0.5,,,,,0.005
352,bK13X22A,Sr,,,,,,,,1e-30,0,,,
353,bK13Y00G,U,,,,,,,,,,,,
354,bK13Y02M,Sq,,,,,,,,1e-30,0,,,
355,bK13Y02R,R,,,,,,,,1e-30,0,,,
356,bK14A05G,S,,,,,,,,1e-30,0,,,
357,bK14B32T,Sl,,,,,,,,1e-30,0,,,
358,bK14C13H,S,,,,,,,,1e-30,0,,,
359,bK14C13S,Sq,,,,,,,,1e-30,0,,,
360,bK14D00Q,S,,,,,,,,1e-30,0,,,
361,bK14D23F,A,,,,,,,,,,,,
362,bK14DB0V,Sq,,,,,,,,1e-30,0,,,
363,bK14DB2D,O,,,,,,,,,,,2.965,1.25
364,bK14F37R,X,,,,88,,10,0.5,,,,,
365,bK14F38K,X,,,,88,,10,0.5,,,,,
366,bK14F43Z,S,,,,,,,,1e-30,0,,,
367,bK14F44A,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
368,bK14F47P,S,,,,,,,,1e-30,0,,,
369,bK14G01J,S,,,,,,,,1e-30,0,,,
370,bK14G34D,S,,,,,,,,1e-30,0,,,
371,bK14H02O,Sq,,,,,,,,1e-30,0,,,
372,bK14HC3H,Sq,,,,,,,,1e-30,0,,,
373,bK14J54V,V,,,,,,,,1e-30,0,,,
374,bK14J54X,Sq,,,,,,,,1e-30,0,,,
375,bK14J55J,A,,,,,,,,,,,,
376,bK14K39F,Xc,,,,88,,10,0.5,,,,,0.005
377,bK14L21K,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
378,bK14L26L,Sq,,,,,,,,1e-30,0,,,
379,bK14M00P,S,,,,,,,,1e-30,0,,,
380,bK14M06A,S,,,,,,,,1e-30,0,,,
381,bK14M17Z,S,,,,,,,,1e-30,0,,,
382,bK14N52L,Xk,,,,88,,10,0.5,,,,,
383,bK14N64Z,X,,,,88,,10,0.5,,,,,
384,bK14O03V,Q,,,,,,,,,,,13.315,
385,bK14O04C,X,,,,88,,10,0.5,,,,,
386,bK14Q33H,Q,,,,,,,,,,,13.315,
387,bK14Q33J,S,,,,,,,,1e-30,0,,,
388,bK14S01L,Sq,,,,,,,,1e-30,0,,,
389,bK14S01U,S,,,,,,,,1e-30,0,,,
390,bK14SE3T,Sq,,,,,,,,1e-30,0,,,
391,bK14SQ2J,Sk,,,,,,,,1e-30,0,,,
392,bK14SU4D,Sq,,,,,,,,1e-30,0,,,
393,bK14T00U,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
394,bK14U00Y,D,,,,,2.3e-05,,,,,,,
395,bK14U07X,Sk,,,,,,,,1e-30,0,,,
396,bK14U34V,Sq,,,,,,,,1e-30,0,,,
397,bK14UB4N,S,,,,,,,,1e-30,0,,,
398,bK14V02G,Sk,,,,,,,,1e-30,0,,,
399,bK14W05C,X,,,,88,,10,0.5,,,,,
400,bK14WK1F,Q,,,,,,,,,,,13.315,
401,bK14WK2W,V,,,,,,,,1e-30,0,,,
402,bK14Y00D,S,,,,,,,,1e-30,0,,,
403,bK14Y00F,Sq,,,,,,,,1e-30,0,,,
404,bK14Y00N,Sk,,,,,,,,1e-30,0,,,
405,bK14Y34T,X,,,,88,,10,0.5,,,,,
406,bK15A44D,S,,,,,,,,1e-30,0,,,
407,bK15B92G,O,,,,,,,,,,,2.965,1.25
408,bK15Bp0M,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
409,bK15DK0K,V,,,,,,,,1e-30,0,,,
410,bK15DL5J,S,,,,,,,,1e-30,0,,,
411,bK15E07F,X,,,,88,,10,0.5,,,,,
412,bK15E07O,X,,,,88,,10,0.5,,,,,
413,bK15E07Q,Sr,,,,,,,,1e-30,0,,,
414,bK15F33N,Sq,,,,,,,,1e-30,0,,,
415,bK15F36G,Sk,,,,,,,,1e-30,0,,,
416,bK15FS4X,Xk,,,,88,,10,0.5,,,,,
417,bK15FY1A,Sl,,,,,,,,1e-30,0,,,
418,bK15HI2Q,Q,,,,,,,,,,,13.315,
419,bK15J03D,Sq,,,,,,,,1e-30,0,,,
420,bK15K00J,Xk,,,,88,,10,0.5,,,,,
421,bK15K19F,Q,,,,,,,,,,,13.315,
422,bK15KC0R,V,,,,,,,,1e-30,0,,,
423,bK15KC1T,S,,,,,,,,1e-30,0,,,
424,bK15KF4U,T,,,,6,,,,,,,,
425,bK15L00J,S,,,,,,,,1e-30,0,,,
426,bK15L21E,X,,,,88,,10,0.5,,,,,
427,bK15L24V,S,,,,,,,,1e-30,0,,,
428,bK15M00C,L,,,,,,,,1e-30,0,7,,
429,bK15M54B,S,,,,,,,,1e-30,0,,,
430,bK15N13G,Sq,,,,,,,,1e-30,0,,,
431,bK15N14A,V,,,,,,,,1e-30,0,,,
432,bK15O00V,Sq,,,,,,,,1e-30,0,,,
433,bK15P57L,X,,,,88,,10,0.5,,,,,
434,bK15R01T,S,,,,,,,,1e-30,0,,,
435,bK15R35N,Sq,,,,,,,,1e-30,0,,,
436,bK15R36F,B,0.235,0.001,0.001,10,,,,,,,,
437,bK15R82T,X,,,,88,,10,0.5,,,,,
438,bK15R83W,Q,,,,,,,,,,,13.315,
439,bK15S02Z,Sq,,,,,,,,1e-30,0,,,
440,bK15T01J,Sk,,,,,,,,1e-30,0,,,
441,bK15T24Z,Sq,,,,,,,,1e-30,0,,,
442,bK15TE3M,V,,,,,,,,1e-30,0,,,
443,bK15TE4G,S,,,,,,,,1e-30,0,,,
444,bK15U51G,S,,,,,,,,1e-30,0,,,
445,bK15V00E,Sq,,,,,,,,1e-30,0,,,
446,bK15V00V,S,,,,,,,,1e-30,0,,,
447,bK15VA5E,S,,,,,,,,1e-30,0,,,
448,bK15VA5O,Ld,,,,,,,,1e-30,0,,,
449,bK15X00C,O,,,,,,,,,,,2.965,1.25
450,bK15X55K,Q,,,,,,,,,,,13.315,
451,bK15XC8P,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
452,bK15XC8X,S,,,,,,,,1e-30,0,,,
453,bK15XZ2A,Sr,,,,,,,,1e-30,0,,,
454,bK15XZ2C,Sq,,,,,,,,1e-30,0,,,
455,bK15Xb9A,S,,,,,,,,1e-30,0,,,
456,bK15Y00K,S,,,,,,,,1e-30,0,,,
457,bK15Y00T,Sq,,,,,,,,1e-30,0,,,
458,bK15Y01A,Sr,,,,,,,,1e-30,0,,,
459,bK15Y01U,Q,,,,,,,,,,,13.315,
460,bK16A08T,U,,,,,,,,,,,,
461,bK16A09B,Sk,,,,,,,,1e-30,0,,,
462,bK16A65W,V,,,,,,,,1e-30,0,,,
463,bK16A65Z,Sq,,,,,,,,1e-30,0,,,
464,bK16AD1O,Q,,,,,,,,,,,13.315,
465,bK16AG5K,L,,,,,,,,1e-30,0,7,,
466,bK16AG5X,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
467,bK16B14C,Sq,,,,,,,,1e-30,0,,,
468,bK16B14W,Sk,,,,,,,,1e-30,0,,,
469,bK16C29O,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
470,bK16CD7F,Q,,,,,,,,,,,13.315,
471,bK16CJ3A,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
472,bK16CJ4F,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
473,bK16CO6O,Q,,,,,,,,,,,13.315,
474,bK16CO6V,Sq,,,,,,,,1e-30,0,,,
475,bK16D00J,Sq,,,,,,,,1e-30,0,,,
476,bK16D02R,Sq,,,,,,,,1e-30,0,,,
477,bK16E85T,Xc,,,,88,,10,0.5,,,,,0.005
478,bK16E86F,Sq,,,,,,,,1e-30,0,,,
479,bK16EF6J,Sq,,,,,,,,1e-30,0,,,
480,bK16F00A,S,,,,,,,,1e-30,0,,,
481,bK16F02X,S,,,,,,,,1e-30,0,,,
482,bK16F02Y,Sq,,,,,,,,1e-30,0,,,
