,Unnamed: 0,id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT,Object,Orbit ID,H (mag),Estimated Diameter (m),OCC,"Min. delta-V [delta-V, dur.] (km/s), (d)","Min. Duration [delta-V, dur.] (km/s), (d)",Viable Trajectories,Next Optical Opportunity (yyyy-mm [Vp]),Next Goldstone Radar Opportunity (yyyy-mm [SNR]),spec_B_clean,new_spec,diameter_clean,est_volume,est_density,est_mass,est_mass_th_tonnes
128,128,bK05T50G,3293922,       (2005 TG50),2005 TG50,,,Y,N,24.8,,,,,,,,,,,,,,,,,,,18,2458600.5,58600.0,20190427.0,J2000,0.1344853912068726,0.9234401640601322,0.7992509523403668,2.400908655722434,344.3745186189673,200.9329989984265,287.8623416516587,1.047629375779898,1.110685070336333,2458665.4487962653,20190630.9487963,324.1242811438767,0.887403918258389,0.012418,4.83271306,3.91021,6.469,6.5717e-07,9.1931e-09,5.9992e-07,1.7495e-05,0.00038307,0.00027392,0.00023596,1.0429e-08,1.6586e-08,0.00021165,4.8401e-06,ATE,Otto Matic,2956.0,2005-10-11,2013-11-14,72.0,,,0.0,0.54346,,,,,,(2005 TG50),19,24.8,19 - 85,0,"5.916, 346","9.980, 122",559270,2021-09 [22.3],none,nan,Sq,52.0,73622.1766393256,2.71,32815244.564636864,32.81524456463686
129,129,bK05U05G,3297353,       (2005 UG5),2005 UG5,,,Y,N,24.3,,,,,,,,,,,,,,,,,,,9,2458600.5,58600.0,20190427.0,J2000,0.1831801066746035,1.055220281417503,0.8619249177022396,2.733599781316615,35.80295024615132,111.0689171218848,68.41553988723517,1.248515645132766,0.9092627073095174,2458525.257125376,20190210.7571254,395.9251788355313,1.08398406252028,0.0146452,5.699472484,3.74501,5.815,1.2828e-06,5.3972e-09,1.3555e-06,2.4861e-05,6.2568e-05,0.00030535,0.00023464,6.3859e-09,6.976e-09,0.00025861,3.0376e-06,APO,Otto Matic,4753.0,2005-10-27,2018-11-01,30.0,,,0.0,0.96446,,,,,,(2005 UG5),10,24.3,24 - 107,0,"7.733, 354","9.997, 170",378676,2031-08 [21.5],none,nan,S,65.5,147137.2118791944,2.71,66706211.487537384,66.70621148753739
130,130,bK05W00A,3300165,       (2005 WA),2005 WA,,,Y,N,23.9,,,,,,,,,,,,,,,,,,,12,2458600.5,58600.0,20190427.0,J2000,0.2278115383147321,1.121786747685187,0.8662307830339442,8.162913356219631,227.8450847006901,113.2543469785072,161.9025930207963,1.377342712336429,0.8295424523121985,2458405.3290445297,20181013.8290445,433.9741733488932,1.18815653209827,0.00809251,3.1493621167,3.9753,5.534,0.00011341,8.2828e-05,6.3261e-05,0.0038305,0.00025491,0.0021972,0.57618,0.0001017,9.1875e-05,0.67297,0.048064,APO,Otto Matic,14.0,2005-11-16,2005-11-30,51.0,,,6.0,0.56271,,,,,,(2005 WA),13,23.9,29 - 129,6,"9.488, 354","9.488, 354",3282,2030-10 [23.6],none,nan,S,79.0,258154.61672220964,2.71,116153836.65223566,116.15383665223565
131,131,bK05Y01Y,3309089,       (2005 YY1),2005 YY1,,,Y,N,23.1,,,,,,,,,,,,,,,,,,,11,2458600.5,58600.0,20190427.0,J2000,0.2521853082630702,1.164125954512411,0.8705504918166581,8.340263458641735,84.05286332949743,279.214843046299,284.0821623714875,1.457701417208165,0.7847008369297062,2458697.2474915986,20190801.7474916,458.7735644689378,1.25605356459668,0.032546,12.66592682,4.00362,5.375,0.00048059,0.00041883,0.0002491,0.015128,0.0020013,0.018191,2.4405,0.00052446,0.00042348,3.1623,0.24759,APO,Otto Matic,14.0,2005-12-22,2006-01-05,26.0,,,7.0,0.62334,,,,,,(2005 YY1),12,23.1,42 - 187,7,"9.632, 354","9.991, 346",2718,? 2029-05 [23.8] ?,none,nan,S,114.5,785986.4920716799,2.71,355464703.76920635,355.4647037692063
132,132,bK05Y37A,3309476,       (2005 YA37),2005 YA37,,,Y,N,22.3,,,,,,,,,,,,,,,,,,,19,2458600.5,58600.0,20190427.0,J2000,0.2277996155643287,1.280187437183954,0.988561231143166,2.240095752655996,93.08048593211754,88.7248374101244,7.676057916071724,1.571813643224742,0.6804461048561024,2458589.2190802307,20190415.7190802,529.0646789375496,1.44850014767296,0.0356241,13.863830997,3.38721,5.03,1.4911e-07,8.2221e-09,1.8788e-07,1.0878e-05,0.0001639,0.00017468,5.4789e-05,1.0095e-08,6.5554e-09,8.0423e-05,5.097e-06,APO,Otto Matic,4696.0,2005-12-26,2018-11-04,47.0,,,0.0,0.67364,,,,,,(2005 YA37),21,22.3,60 - 270,0,"8.766, 314","9.974, 122",41379,2021-10 [20.9],2035-02 [20],nan,V,165.0,2352071.149834508,2.71,1062839466.1609416,1062.8394661609416
133,133,bK06B07X,3313726,       (2006 BX7),2006 BX7,,,Y,N,24.6,,,,,,,,,,,,,,,,,,,9,2458600.5,58600.0,20190427.0,J2000,0.2820019354677396,1.139232672127695,0.8179668536396003,4.896195165240264,313.2655764467273,77.55799111127395,23.53499207376879,1.46049849061579,0.810560482162428,2458571.464545408,20190328.9645454,444.1371223028113,1.21598116989134,0.0083985,3.268444245,3.97722,5.462,0.00070522,0.00056174,0.00040022,0.01441,0.010646,0.014493,3.3487,0.00072016,0.00059952,4.1099,0.3285,APO,Otto Matic,16.0,2006-01-22,2006-02-07,33.0,,,7.0,0.61816,,,,,,(2006 BX7),10,24.6,21 - 94,7,"9.840, 354","9.840, 354",5169,? 2023-01 [23.3] ?,none,nan,S,57.5,99541.03597975784,2.71,44539569.96617947,44.539569966179464
134,134,bK06B55J,3314048,       (2006 BJ55),2006 BJ55,,,Y,N,24.2,,,,,,,,,,,,,,,,,,,10,2458600.5,58600.0,20190427.0,J2000,0.1282841521871896,1.028328765485711,0.8964104816356772,5.904046896278317,307.4386937122121,288.8166418507004,162.4724956299057,1.160247049335745,0.945161661619245,2458428.6008400703,20181106.1008401,380.8872223861157,1.04281238161839,0.0276379,10.755841543,3.83269,5.937,0.00022784,9.6536e-05,0.00015036,0.013282,0.014179,0.028863,0.63988,0.00010892,0.00013309,0.6528,0.053635,APO,Otto Matic,14.0,2006-01-26,2006-02-09,35.0,,,6.0,0.66224,,,,,,(2006 BJ55),11,24.2,25 - 112,6,"7.001, 354","9.990, 258",311592,? 2029-12 [22.8] ?,none,nan,Sq,68.5,168294.66030387656,2.71,75854394.95080686,75.85439495080685
135,135,bK06BE7Z,3315004,       (2006 BZ147),2006 BZ147,,,Y,N,25.4,,,,,,,,,,,,,,,,,,,12,2458600.5,58600.0,20190427.0,J2000,0.0985704940346032,1.023396872595932,0.9225201372706828,1.409942761998376,139.8289596343346,94.83624759674512,188.0723336459331,1.124273607921181,0.9520021861450102,2458781.095873472,20191024.5958735,378.1503921306798,1.03531934874929,0.00194409,0.7565815053,3.85122,5.967,5.3271e-06,1.2502e-06,4.3249e-06,5.7923e-05,0.00013891,0.00051771,0.0084972,1.3734e-06,1.7445e-06,0.0092565,0.00069293,APO,Otto Matic,587.0,2006-01-31,2007-09-10,62.0,,,3.0,0.66164,,,,,,(2006 BZ147),13,25.4,14 - 65,3,"4.242, 354","9.920, 82",1676518,2034-12 [19.2],2035-02 [40],nan,Xc,39.5,32269.327090276205,5.32,29015317.715689782,29.01531771568978
136,136,bK06C00K,3315651,       (2006 CK),2006 CK,,,Y,N,25.8,,,,,,,,,,,,,,,,,,,JPL 6,2453769.5,53769.0,20060203.0,J2000,0.2142922942619332,1.081732377801944,0.8499254647853488,5.194771535813162,311.0631330147705,264.7744351969466,300.3047898073791,1.313539290818538,0.8760407946494781,2453837.642043792,20060412.1420438,410.9397669591898,1.1250917644331,0.0104103,4.051376451,3.66233,5.697,0.00066985,0.00088977,0.00034238,0.011951,0.0034739,0.14171,0.17907,0.0010804,0.0010809,0.12124,0.50702,APO,Otto Matic,1.0,2006-02-02,2006-02-03,21.0,,,8.0,0.5835,,,,,,(2006 CK),7,25.8,12 - 54,8,"8.159, 354","9.658, 330",40807,? 2042-07 [22.5] ?,none,nan,L,33.0,18816.569198676065,2.71,8088358.522314568,8.088358522314568
137,137,bK06C00T,3321492,       (2006 CT),2006 CT,,,Y,N,22.2,,,,,,,,,,16.69,,,,,,,,,JPL 38,2455202.5,55202.0,20100106.0,J2000,0.2309122974773786,1.097502628295441,0.8440757749082789,2.735475995600719,285.694537885442,82.62464382381225,259.952480232458,1.350929481682602,0.8572267610380067,2455319.2106818343,20100502.7106818,419.9588911154382,1.14978478060353,0.00147181,0.5727842977,4.10291,5.634,1.2556e-07,4.6632e-09,1.351e-07,5.904e-06,5.3224e-05,4.7093e-05,1.614e-05,5.74e-09,5.4635e-09,1.8139e-05,2.6766e-06,APO,Otto Matic,8412.0,1991-01-15,2014-01-26,113.0,3.0,1.0,0.0,0.44146,,,-1.043138900602918e-13,,,(2006 CT),46,22.3,60 - 270,0,"7.530, 354","9.926, 266",101342,2021-05 [23.2],2044-12 [22],nan,C,165.0,2352071.149834508,1.38,540622612.3091583,540.6226123091583
138,138,bK06C09L,3321499,       (2006 CL9),2006 CL9,,,Y,N,22.8,,,,,,,,,,0.1463,,,,,,,,,29,2458600.5,58600.0,20190427.0,J2000,0.2366437891365346,1.345961016717822,1.027447701691654,2.936093451778514,139.2937451316171,9.96143613646894,157.9679154090404,1.66447433174399,0.631183084782889,2458350.227267385,20180819.7272674,570.3574900519251,1.56155370308535,0.0404853,15.755664201,3.3345,4.853,3.8296e-05,7.5699e-05,6.2411e-06,0.00045786,0.00025914,0.00072108,0.2731,9.3613e-05,5.3248e-05,0.41157,0.048117,AMO,Otto Matic,47.0,2006-02-04,2006-03-23,142.0,,,6.0,0.60229,,,,,,(2006 CL9),30,22.8,48 - 214,6,"9.687, 354","9.953, 338",25579,2022-10 [24.0],none,nan,Sq,131.0,1177097.6950335552,2.71,531740154.19425726,531.7401541942572
139,139,bK06D00X,3323934,       (2006 DX),2006 DX,,,Y,N,23.9,,,,,,,,,,,,,,,,,,,14,2458600.5,58600.0,20190427.0,J2000,0.1678382465631285,1.14375458643267,0.9517888221472748,6.285286625490672,331.1438055606114,83.35639178269263,357.1158324273643,1.335720350718066,0.8057583244904916,2458604.079444959,20190430.579445,446.784090288661,1.22322817327491,0.0469695,18.279120315,3.90993,5.468,9.2667e-07,9.5847e-09,1.0654e-06,5.0942e-05,3.7025e-05,0.00028785,0.00020347,1.1193e-08,1.0128e-08,0.0002525,5.6161e-06,APO,Otto Matic,4046.0,2006-02-20,2017-03-20,70.0,,,0.0,0.54382,,,,,,(2006 DX),16,23.9,29 - 129,0,"7.234, 354","9.922, 186",59543,2022-04 [23.1],none,nan,X,79.0,258154.61672220964,5.32,229106636.42867896,229.10663642867894
140,140,bK06F36H,3329255,       (2006 FH36),2006 FH36,,,Y,N,22.9,,,,,,,,,,,,,,,,,,,17,2458600.5,58600.0,20190427.0,J2000,0.1985608189942802,0.9549423533588116,0.7653282175835607,1.586991507789123,280.7214989170539,154.7373607358195,95.61472778166728,1.144556489134063,1.056180975967082,2458509.971264909,20190126.4712649,340.8506763439564,0.93319829252281,0.0163311,6.355574187,4.032,6.288,1.759e-06,4.4366e-07,2.0348e-06,1.3388e-05,0.00042288,0.00045033,0.0036289,5.3176e-07,7.3604e-07,0.0033728,0.00023754,ATE,Otto Matic,446.0,2006-03-31,2007-06-20,67.0,,,3.0,0.56573,,,,,,(2006 FH36),36,23.1,42 - 187,0,"6.015, 354","9.756, 242",574734,2021-05 [18.3],none,nan,S,114.5,785986.4920716799,2.71,354974446.1266636,354.9744461266636
141,141,bK06G00B,3329278,       (2006 GB),2006 GB,,,Y,Y,20.3,,,,,,,,,,,,,,,,,,,40,2458600.5,58600.0,20190427.0,J2000,0.1793842548481267,0.958890186665284,0.7868803850491509,10.06216415013104,183.8246079678872,242.8348575647029,68.78739134046488,1.130899988281417,1.049665112317376,2458534.9672976807,20190220.4672977,342.9665288248151,0.938991180902985,0.0102797,4.000550849,4.06724,6.258,6.4698e-07,1.2638e-07,7.2287e-07,3.1292e-05,3.0123e-05,3.624e-05,0.00095095,1.4906e-07,2.0752e-07,0.00089301,6.7806e-05,ATE,Otto Matic,843.0,2006-04-02,2008-07-23,175.0,,,2.0,0.5162,,,,,,(2006 GB),49,20.2,159 - 709,0,"8.260, 354","9.973, 314",48125,2021-05 [20.7],2037-03 [2.4e4],nan,K,434.0,42802369.403841436,1.38,9844722585.04619,9844.72258504619
142,142,bK06G01B,3329370,       (2006 GB1),2006 GB1,,,Y,N,23.6,,,,,,,,,,,,,,,,,,,14,2458600.5,58600.0,20190427.0,J2000,0.2880609273064475,1.133490394016853,0.8069761000234076,0.8329352426708063,76.45869737040128,220.6319102393176,225.991730048789,1.460004688010298,0.8167277425981826,2458764.5794881354,20191008.0794881,440.7833617292886,1.20679907386527,0.00987432,3.8427891144,3.72696,5.484,0.00054894,0.00044978,0.00030201,0.0011039,0.01152,0.0067167,2.0908,0.00057934,0.00048613,2.6576,0.26236,APO,Otto Matic,24.0,2006-04-02,2006-04-26,42.0,,,7.0,0.46311,,,,,,(2006 GB1),15,23.6,33 - 148,7,"9.681, 354","9.956, 338",24468,? 2024-01 [22.9] ?,none,nan,Sq,90.5,388100.640901879,2.71,174982448.68000332,174.9824486800033
143,143,bK06H00C,3329987,       (2006 HC),2006 HC,,,Y,N,25.4,,,,,,,,,,,,,,,,,,,10,2458600.5,58600.0,20190427.0,J2000,0.07461586395233,1.111444656951997,1.028513253638323,7.851948699746981,31.63101572287161,192.7206812997979,28.74708676315222,1.194376060265671,0.8411477940257243,2458566.323976515,20190323.8239765,427.9866184717003,1.17176350026475,0.0246222,9.582221574,3.77116,5.595,0.00010185,0.00014351,1.9603e-05,0.010826,0.0055538,0.0071448,0.9431,0.00015421,0.00016291,1.1146,0.08289,AMO,Otto Matic,12.0,2006-04-18,2006-04-30,47.0,,,7.0,0.643,,,,,,(2006 HC),11,25.4,14 - 65,7,"7.565, 354","9.993, 314",52413,? 2033-09 [22.6] ?,none,nan,C,39.5,32269.327090276205,1.38,7235997.555050802,7.235997555050802
144,144,bK06H05Z,3330159,       (2006 HZ5),2006 HZ5,,,Y,N,24.5,,,,,,,,,,,,,,,,,,,15,2458600.5,58600.0,20190427.0,J2000,0.2056936610033993,1.20151046676839,0.9543673801248967,4.280995094157885,202.816903997157,307.4082262408281,359.1081871425204,1.448653553411883,0.7483637391251272,2458601.691683684,20190428.1916837,481.0494966269439,1.31704174298958,0.0106325,4.137850025,3.54822,5.269,3.58e-05,4.2928e-05,8.9535e-06,0.00066386,0.00043747,0.001458,0.20879,5.1758e-05,4.0107e-05,0.27906,0.025781,APO,Otto Matic,40.0,2006-04-20,2006-05-30,58.0,,,6.0,0.6103,,,,,,(2006 HZ5),16,24.5,22 - 98,5,"8.486, 354","9.991, 258",57035,2031-04 [23.7],none,nan,S,60.0,113097.33552923254,2.71,50789256.417339265,50.78925641733926
145,145,bK06H50U,3330687,       (2006 HU50),2006 HU50,,,Y,N,24.7,,,,,,,,,,0.444,,,,,,,,,12,2458600.5,58600.0,20190427.0,J2000,0.2468595970412595,1.287716658955267,0.9698314434222526,5.905409246423243,46.91572709615239,214.3696689501852,295.3733027847569,1.605601874488281,0.67448702979043,2458696.316071119,20190731.8160711,533.7389513803635,1.46129760815979,0.00282594,1.0997710698,3.45432,5.0,0.00022588,0.00029151,7.1318e-05,0.0030762,0.0034907,0.0088361,1.2074,0.00036348,0.00022904,1.8226,0.18124,APO,Otto Matic,7.0,2006-04-26,2006-05-03,70.0,,,7.0,0.56804,,,,,,(2006 HU50),13,24.7,20 - 89,7,"9.213, 354","9.949, 178",7615,? 2025-04 [18.2] ?,none,nan,Xk,54.5,84759.44984553616,5.32,75405551.65966578,75.40555165966578
146,146,bK06H50W,3330689,       (2006 HW50),2006 HW50,,,Y,N,24.4,,,,,,,,,,0.0291,,,,,,,,,16,2458600.5,58600.0,20190427.0,J2000,0.1896507185889042,1.233586202439659,0.99963569270562,5.56507331718666,215.9004556840964,323.560332253876,193.2838606593787,1.467536712173698,0.7193658535345551,2458832.2543132207,20191214.7543132,500.4407677000021,1.37013214976044,0.0202668,7.887230556,3.49739,5.17,5.7684e-08,1.4122e-09,7.1663e-08,8.1087e-06,1.5544e-05,2.4875e-05,2.4467e-05,1.68e-09,1.2353e-09,3.4251e-05,8.5935e-07,APO,Otto Matic,4076.0,2006-04-23,2017-06-20,89.0,,,0.0,0.57545,,,,,,(2006 HW50),17,24.4,23 - 103,0,"9.674, 354","9.935, 210",14820,2028-06 [23.4],none,nan,Sq,63.0,130924.30304202782,2.71,59557048.55856859,59.55704855856859
147,147,bK06Q89V,3339667,       (2006 QV89),2006 QV89,,,Y,N,25.3,,,,,,,,,,,,,,,,,,,14,2458600.5,58600.0,20190427.0,J2000,0.2244155037536355,1.192058757199596,0.9245422906987164,1.071406068926621,166.0601081471935,236.7204310596297,217.8576443272993,1.459575223700476,0.7572819058203907,2458788.200715652,20191031.7007157,475.3843941510778,1.30153153771685,6.82316e-05,0.026553691772,3.9001,5.298,0.00014951,0.00018572,3.4204e-05,0.00065363,0.0018712,0.0064039,0.82845,0.0002274,0.00017697,1.1378,0.1111,APO,Otto Matic,10.0,2006-08-29,2006-09-08,66.0,0.0,1.0,6.0,0.52499,,,,,,(2006 QV89),23,25.5,14 - 62,0,"6.653, 306","9.955, 170",118261,2032-06 [23.8],none,nan,L,38.0,28730.912014629852,2.71,12936498.070712592,12.936498070712592
148,148,bK06R01J,3341199,       (2006 RJ1),2006 RJ1,,,Y,N,22.2,,,,,,,,,,,,,,,,,,,24,2458600.5,58600.0,20190427.0,J2000,0.3005260211126227,0.950756031413182,0.6650291042437506,1.414032104516192,93.46530468785524,110.3815718907507,347.9690135693573,1.236482958582613,1.063164434972755,2458611.8162047514,20190508.3162048,338.6117783456755,0.927068523875908,0.00130305,0.5071079685,3.72202,6.288,3.1731e-06,3.8868e-07,3.2886e-06,7.6678e-06,0.00045808,0.00039388,0.0041258,5.0549e-07,6.5195e-07,0.0038876,0.00020764,ATE,Otto Matic,460.0,2006-09-12,2007-12-16,119.0,,,3.0,0.6559,,,,,,(2006 RJ1),51,22.2,63 - 282,0,"9.655, 354","9.997, 346",72183,2021-09 [22.4],none,nan,Ch,172.5,2687607.971453462,1.38,618329843.1567123,618.3298431567123
149,149,bK06S05Y,3342318,       (2006 SY5),2006 SY5,,,Y,N,22.1,,,,,,,,,,,,,,,,,,,13,2458600.5,58600.0,20190427.0,J2000,0.1524318688336529,1.043336245903141,0.8842985521182372,7.564226811706098,335.9448971016769,175.6128797789013,150.1776761593565,1.202373939688044,0.9248421850230903,2458438.118051392,20181115.6180514,389.2556003930681,1.06572375193174,0.104572,40.69628524,3.78306,5.865,3.5845e-06,1.3322e-06,2.6182e-06,0.00018895,0.0001002,0.00015978,0.0078328,1.5352e-06,1.7713e-06,0.0081584,0.00074552,APO,Otto Matic,267.0,2006-09-16,2007-06-10,74.0,,,3.0,0.52329,,,,,,(2006 SY5),14,22.1,66 - 296,3,"8.096, 354","9.972, 170",153837,2021-07 [19.8],none,nan,Sk,181.0,3104805.127215032,2.71,1402231603.2197258,1402.2316032197257
150,150,bK06S19P,3343104,       (2006 SP19),2006 SP19,,,Y,N,24.2,,,,,,,,,,,,,,,,,,,14,2458600.5,58600.0,20190427.0,J2000,0.293074248348067,0.8804930775107639,0.6224432306436204,4.587083926578153,358.1913202904177,166.3090038747662,290.9726992162822,1.138542924377907,1.19293053471323,2458658.363638137,20190623.8636381,301.7778399699869,0.826222696700854,0.0454149,17.674116633,3.83478,6.694,0.00029486,0.00015889,0.00037194,0.0083731,0.019436,0.0040817,1.2896,0.00020546,0.00032291,1.0967,0.081687,ATE,Otto Matic,31.0,2006-09-19,2006-10-20,37.0,,,7.0,1.0709,,,,,,(2006 SP19),15,24.2,25 - 112,7,"9.795, 354","9.955, 338",31889,? 2025-07 [20.6] ?,none,nan,X,68.5,168294.66030387656,5.32,149304844.626462,149.304844626462
151,151,bK06V13P,3358670,       (2006 VP13),2006 VP13,,,Y,N,23.6,,,,,,,,,,,,,,,,,,,JPL 11,2454057.5,54057.0,20061118.0,J2000,0.142842266442068,1.178043676570607,1.009769247841515,11.09718505112213,231.0713773132778,234.3298160143318,322.040240289508,1.346318105299699,0.7708359931233915,2454106.744923757,20070106.2449238,467.0254155378718,1.27864590154106,0.0681883,26.536840711,3.76466,5.341,0.00081454,0.0013674,0.00021257,0.0575,0.0036421,0.062609,0.11152,0.0015627,0.0013421,0.058943,0.81315,APO,Otto Matic,13.0,2006-11-14,2006-11-27,24.0,,,8.0,0.62654,,,,,,(2006 VP13),12,23.6,33 - 148,8,"9.813, 354","9.813, 354",1058,? 2025-04 [23.7] ?,none,nan,V,90.5,388100.640901879,2.71,175429249.17765,175.42924917765
152,152,bK06W00B,3359024,       (2006 WB),2006 WB,,,Y,N,22.8,,,,,,,,,,,,,,,,,,,20,2458600.5,58600.0,20190427.0,J2000,0.1803831002761525,0.8492561638664656,0.6960647040996004,4.880201751591589,65.2233513158673,162.1041497567073,154.3741392621871,1.002447623633331,1.259348741285785,2458477.917482385,20181225.4174824,285.8620397972073,0.782647610669972,0.00443096,1.7243967032,3.97222,6.919,1.2525e-07,1.0171e-08,1.1232e-07,9.3381e-06,2.9938e-05,4.5082e-05,0.00036201,1.2006e-08,2.2625e-08,0.00028542,5.1356e-06,ATE,Otto Matic,2605.0,2006-11-16,2014-01-03,76.0,2.0,2.0,2.0,0.6328,,,,,,(2006 WB),21,22.8,48 - 214,2,"7.075, 178","9.623, 74",94470,2024-09 [20.0],2024-11 [2.5e4],nan,Xk,131.0,1177097.6950335552,5.32,1044020308.8822986,1044.0203088822987
153,153,bK06X00W,3363346,       (2006 XW),2006 XW,,,Y,N,23.6,,,,,,,,,,,,,,,,,,,11,2458600.5,58600.0,20190427.0,J2000,0.0374410376798606,1.102156960968663,1.060891060663914,8.209068695133437,75.84086177828623,229.8187942936767,21.37320120388348,1.143422861273411,0.8518024836726602,2458575.4082661606,20190401.9082662,422.6331889146553,1.15710660893814,0.0579299,22.544579183,3.87264,5.631,0.00024589,0.0004841,0.00019678,0.045671,0.011341,0.037777,2.7739,0.00050223,0.00056121,3.24,0.27845,AMO,Otto Matic,14.0,2006-12-10,2006-12-24,27.0,,,7.0,0.55528,,,,,,(2006 XW),12,23.6,33 - 148,7,"7.103, 354","9.744, 162",174985,? 2021-05 [21.3] ?,none,nan,O,90.5,388100.640901879,1.38,89209395.8589368,89.2093958589368
154,154,bK06X04P,3363697,       (2006 XP4),2006 XP4,,,Y,N,23.9,,,,,,,,,,,,,,,,,,,29,2458600.5,58600.0,20190427.0,J2000,0.214978670910485,0.8730238776799116,0.6853423647831663,0.5145811635817027,293.8141809554426,346.0435294424825,220.3103599436291,1.060705390576657,1.208272499032612,2458716.111039868,20190820.6110399,297.9460347630434,0.815731785798887,0.00429761,1.6725008837,4.02187,6.76,2.1089e-07,9.3588e-09,1.9138e-07,7.5594e-06,0.00028034,0.00028155,8.2738e-05,1.1371e-08,1.9429e-08,6.9837e-05,4.791e-06,ATE,Otto Matic,3341.0,2006-12-14,2016-02-06,151.0,,,0.0,0.62258,,,,,,(2006 XP4),31,23.9,29 - 129,0,"7.252, 330","9.924, 170",174632,2025-01 [23.8],none,nan,S,79.0,258154.61672220964,2.71,117062914.96252008,117.06291496252007
155,155,bK06X04W,3363723,       (2006 XW4),2006 XW4,,,Y,N,24.3,,,,,,,,,,,,,,,,,,,11,2458600.5,58600.0,20190427.0,J2000,0.0863451573295974,1.042405304020159,0.9523986540433312,13.31750887910906,79.91857085118306,261.6018281837682,313.5424060304467,1.132411953996986,0.9260813861107808,2458650.665778804,20190616.1657788,388.7347326047384,1.06429769364747,0.00574972,2.2376185324,3.99826,5.86,0.00032065,0.00035107,2.209e-05,0.046111,0.00044196,0.083186,2.2185,0.00038138,0.00046784,2.421,0.19638,APO,Otto Matic,11.0,2006-12-15,2006-12-26,22.0,,,7.0,0.33987,,,,,,(2006 XW4),12,24.3,24 - 107,7,"9.265, 354","9.738, 346",11488,2023-12 [23.9],none,nan,Sr,65.5,147137.2118791944,2.71,66626339.78239181,66.62633978239181
156,156,bK06Y00M,3363908,       (2006 YM),2006 YM,,,Y,N,24.4,,,,,,,,,,,,,,,,,,,11,2458600.5,58600.0,20190427.0,J2000,0.1234719438137511,0.8977976615788256,0.7869448391522477,12.87946105544382,86.39377267571987,171.0349400443464,19.71980494323015,1.008650484005403,1.158607589555299,2458583.4797378154,20190409.9797378,310.7177988866588,0.850698970257793,0.0231644,9.014889548,4.0097,6.599,0.00015677,5.566e-05,0.00018953,0.023625,0.0020096,0.004709,0.65255,6.2532e-05,0.00010774,0.56163,0.028895,ATE,Otto Matic,8.0,2006-12-18,2006-12-26,26.0,,,6.0,0.30904,,,,,,(2006 YM),12,24.4,23 - 103,6,"9.894, 354","9.894, 354",870,2040-12 [23.9],none,nan,Sr,63.0,130924.30304202782,2.71,58791188.56475666,58.79118856475666
157,157,bK06Y00P,3364159,       (2006 YP),2006 YP,,,Y,N,23.9,,,,,,,,,,,,,,,,,,,14,2458600.5,58600.0,20190427.0,J2000,0.2113026552168752,1.145283843933471,0.9032823267333396,5.394930944019073,69.32658297477452,95.14693046298004,335.586491720724,1.387285361133603,0.8041450119338212,2458630.8595843,20190527.3595843,447.6804489954692,1.2256822696659,0.0260156,10.124491052,3.58941,5.456,3.338e-08,1.985e-09,3.7814e-08,6.4946e-06,2.6753e-05,3.6386e-05,2.7958e-05,2.4044e-09,2.0906e-09,3.484e-05,1.1639e-06,APO,Otto Matic,4200.0,2006-12-17,2018-06-17,46.0,,,0.0,0.68869,,,,,,(2006 YP),15,23.9,29 - 129,0,"6.817, 354","9.958, 250",45268,2023-08 [23.4],2029-05 [27],nan,X,79.0,258154.61672220964,5.32,229396676.8287441,229.3966768287441
158,158,bK07A02A,3365951,       (2007 AA2),2007 AA2,,,Y,N,24.6,,,,,,,,,,,,,,,,,,,9,2458600.5,58600.0,20190427.0,J2000,0.1207275205596636,1.032474758774732,0.9078266411074216,10.54667437510946,287.8358376581377,96.26258942030158,328.2041222271138,1.157122876442042,0.9394743109147522,2458634.344329114,20190530.8443291,383.1930216904743,1.04912531605879,0.011638,4.52916046,4.06596,5.909,0.00021313,0.00015192,8.6532e-05,0.017938,0.0020842,0.018271,0.97268,0.00017027,0.00020736,1.0428,0.084578,APO,Otto Matic,19.0,2007-01-09,2007-01-28,31.0,,,7.0,0.55893,,,,,,(2007 AA2),10,24.6,21 - 94,7,"7.588, 354","9.892, 314",53346,? 2026-05 [20.6] ?,none,nan,Q,57.5,99541.03597975784,2.71,45389268.44491073,45.389268444910726
